annotation_example,case,author,doc_id,snippet
39,snippet_same_author_same_doc,Gumar_496,00603,".
.
.
آرتباك ملوك وهي تأخذ كوب العصير من الصينيه الممدودهـ لها من الخادمه من ثمـ تمده له بحترامـ
غلفه خجلاً قاتل...
عناد ببحه\كيفك الحين ..ان شاء الله أرتحتي من ألاول..
آبتسامه باهته تعانقها وهي تهز رأسها وكئنه لم
"
39,snippet_diff_author_diff_corpus_dev_in,Hindawi_82,15792571,"يا خد إنك إن توسد لينًا
وسدت بعد الموت صم الجندل
فامهد لنفسك ساعدًا تسعد به
فلتندمن غدًا إذا لم تفعلِ
فانتبهت فزعًا، فخرجت من ساعتي هاربًا إلى ربي.
عبد الواحد بن زيد والمرأة الحكيمة
قال عبد الواحد بن زيد:
"
39,snippet_same_author_diff_doc_dev_out,Gumar_496,00604,"وتقللـيين احترامي بـتسكيرة الخط بوجهي ..
ومأكأنك تكلمين زوجك الي احترامه وتقديره واجب عليك..
.وش خليتي لـبنت الاربع طعش من الجهل وحركات المراهقات...؟
.
.
.
مراهقات يازوج الثلاث..
لـيس هناك مراهقاً سواك...
تذهب برحلة علاج
لتلك التي تضج حياة...
"
39,snippet_diff_author_same_corpus_dev_out,Gumar_230,00292,"فيصل بصوت اعلى: انا بخيرر طمني عن شوووووق.
الدكتور:..شـ،و.,......
قاطعه دخوول النيرس..
النيرس:دكتورررر دكتور تعال بسررعه المدام الي بالعنايه بدينا نفقدها ووضعها صعب.( تقصد شوق)
فيصل:؟؟؟؟؟؟!!
الدكتور وهو متجه للباب يطلع: عن اذنك عندي حاله طالرئه.
فيصل: دكتور لحظه..؟ وهو
"
39,snippet_diff_author_diff_corpus_dev_out,Hindawi_22,60929519,"ولما استأنف عمله أقبل عليه في جدٍّ وبِشْر، وكان كل مَنْ يلقاه يقرن تحيته بالتهنئة على ما أفاد من الصحة في لبنان.
وكانت طنطا محببة إلى فؤاد منذ كان صبيًّا، كان يزورها مع أبيه في أيام المولد فيقضي بها أيامًا
"
39,snippet_diff_author_same_corpus_dev_in,Gumar_796,00967,"ناظرته بألم فهو من أيام مريض:موجود حبيبي اجيبه..
هز رأسه بـ أيوه
توجهتتجيب خالد إلي يلعب فالصاله لكن صوت الجرس وقفها توجت للباب وفتحته
:السلام عليكم..
أبتسمت:وعليكم السلام يا هلا بأبولؤي..
طارق:كيف الحال يا بنت العم..
لمار:الحمدلله..
طارق:إذا ما عليك
"
39,snippet_same_author_diff_doc_dev_in,Gumar_496,01071,"أمسك كفيها المحتضنه ذراعه بشده وبهمس \ ما أضرب النسوان ولآ تجين أنتي في وجهي الحين وأحط كل مبادئي
ورا ظهري عشان خواتي أخوك يدري ان خواتي خط أحمر مايقبل العذر ومع كذا ضربها وفي بيتي ..!
كان يمسك ذراعيها
"
13,main,Hindawi_48,72614757,"على أن القارئ يجب أن يذكر — على الدوام — أنه لن يكون مثقفًا حق الثقافة ما لم يتعمق علمًا معينًا، يكسب منه التدريب العلمي والتميُّز بين الحقائق والبواطل، وهذا التعمق يجعله قادرًا على النقد في سائر المواد التي يدرس
"
13,snippet_diff_author_diff_corpus_dev_out,Gumar_44,00570,"مضاوي بدلع : انا مريضه ..
ليلى : خلاص مشي وصرتي تعرفين تمشين وش ناقصك ؟
مضاوي : اقول فارقيني ياليلى ..
ليلى : يالله بفارقك بس يالله عساني اشوفك يا مضاوي ببيت زوجك تامرين على اعيالك وتفكينا من اوامرك
"
13,snippet_same_author_same_doc,Hindawi_48,72614757,"والراغب في التثقيف الذاتي سيأخذ أولًا في التعميم، ويتعرف إلى مختلف الفنون والعلوم، ولا غبار عليه في ذلك؛ فإنه سيمد مجساته الذهنية إلى مختلف الموضوعات، كأهداب الحشرة، حتى يقع على الغذاء الذي يحب، أي حتى يهبط على المادة التي تحملنا
"
13,snippet_diff_author_diff_corpus_dev_in,Gumar_214,00825,".. في لندن ..
على كثر خوفها وارتباكها إلاا إنها منحرجة من قربها منه .. حاضنته من تحت الجاكيت ودافنة ويها في صدرة علشان محد يجوفها .. وأختها ما كانت أحس حال منها .. الإحراج عندها أكثر من خوفها وتوترها
"
13,snippet_diff_author_same_corpus_dev_out,Hindawi_74,40915851,"فالتفت طارق إلى يوليان كأنه يستطلع رأيه فقال يوليان: «إن الفتاة مخطوبة وهذا خطيبها» وأشار إلى ألفونس.
فقال بدر: «لا يهمني؛ فإن الخطبة يسهل حلها.»
فحمي غضب يوليان لهذا الجدال وضاق صدره فقال: «لقد أطلت الكلام بلا طائل، إن ابنتي
"
13,snippet_same_author_diff_doc_dev_out,Hindawi_48,50539692,"ونحن هذه الأيام نلعن الساسة الذين أقحمونا في حرب فلسطين في سنة ١٩٤٨ بلا استعداد، وعرفنا أن أعضاء البرلمان الذين كانوا على دراية بالنقص في أسلحتنا وأعتدتنا سلموا مع ذلك وقبلوا هذه الحرب؛ لأنهم انقادوا للعامة والغوغاء وأحجموا عن المعارضة
"
13,snippet_diff_author_same_corpus_dev_in,Hindawi_133,80268240,"أبدت لي الصد والملالات
منحتُها مهجتي وخالصتي
فكان هجرانها … مكافاتي!
هيَّمني حبها، وصيرني
أحدوثة في جميع جاراتي
رأيت في المنام تلك الليلة، كأن آتيا أتاني فقال: ما أصبت أحدًا تدخله بينك وبين عتبة، يحكم لك عليها بالمعصية إلا الله
"
13,snippet_same_author_diff_doc_dev_in,Hindawi_48,91397502,"وربما كانت البارانويا أبسط أنواع السيكوز؛ فإن السيكوزي هنا ينظر النظر الوجداني الموضوعي لكل شيء إلا في نقطة واحدة يختل فيها وجدانه، فقد كانت الكاتبة مي تعتقد أن هناك عصابة تنوي خطْفها من مصر وحَمْلها إلى سورية، وقد عَيَّنَتْ لي
"
20,main,Hindawi_82,52849381,"############################################################
غسان بن جهضم وزوجته أم عقبة
كان غسان بن جهضم مفتونًا بحب ابنة عمه أم عقبة، وكانت من أجمل النساء وأحسنهن وأفضلهن خصالًا، فلما حضرته الوفاة جعل ينظر إليها ويبكي، ثم قال لها: إني منشدك أبياتًا أسألك فيها عما
"
20,snippet_same_author_diff_doc_dev_out,Hindawi_82,79405794,"وقيل لأحدهم: أي الجنن أوقى؟ قال: العافية.
وقيل لآخر: لو استرحت؟ فقال: كفى بالأجل حارسًا.
وصف الدروع
قال المتنبي:
يَخُطُّ فَيهَا الْعَوَالِي لَيْسَ يَنْفُذُهَا
كَانَ كُلُّ سِنَانٍ فَوْقَهَا قَلَمُ
ويستحسن لابن المعتز:
كَأَنَّهَا مَاءٌ عَلَيهِ جَرَى
حَتَّى إذَا مَا غَابَ
"
20,snippet_diff_author_diff_corpus_dev_in,Gumar_44,00057,"مااتت وبدااخلها كلام عيت افهمه .. مااتتت الغاليه مااتت ومااات معها حبهاااا ..
اااااااااه يا انجود ...
غانم انهااااااااااررر ودخل العناايه وطارق وغاليه ضلوا عنده وغاليه ما قدرت تتحمل الصدمه ..
وهي تفكر وتقول لا يكون انجود اسمعت كلامي مع
"
20,snippet_same_author_diff_doc_dev_in,Hindawi_82,38246146,"العذر يلحقه التحريف والكذب
وليس في غير ما يرضيك لي إرب
وقد أسأت فبالقمى التي سلفت
إلا مننت بعفو ما له سبب
وقال بعض الحكماء: شافع المذنب خضوعه إلى عذره، وقال بعض الشعراء:
اقبل معاذير من يأتيك معتذرًا
إن برَّ
"
20,snippet_diff_author_diff_corpus_dev_out,Gumar_796,01047,"توجه الهجرس للخارج والإبتسامه على شفتيه أخيرا ستعود عشقي إلى أحضاني جوارس أنتظريني
يالله عفوك يوم تصفية الحساب ..
.. يوم حصاد لما زرعنا في السنين
يوم الحشر قرب ولا معنا زهاب ..
.. اليوم في الدنيا وبكرة راحلين
نجني
"
20,snippet_diff_author_same_corpus_dev_out,Hindawi_72,80940683,"على أن الاسم القديم — وهو الخرف المبكر Dementia praecax — لا يزال هو المعوَّل عليه في التعبيرات العلمية، ودلالته على أنواع المرض كلها وأسبابه جميعًا أوسع وأصدق؛ لأن هذا الاسم يدل على الإصابة بالمرض في سن الشباب قبل بلوغ الشيخوخة،
"
20,snippet_diff_author_same_corpus_dev_in,Hindawi_7,81709058,"•••
قال معتز: دادا، أين فهمي عبد الموجود وحسنين كرم؟
– موجودان.
– أين؟
– إن فهمي يعمل طباخًا عند فرغلي.
– أين؟
– عند فرغلي.
– أمتأكدة؟
– يا ابني إنه يزورني دائمًا، هو وحسنين لم ينقطعا عنا إلا
"
20,snippet_same_author_same_doc,Hindawi_82,52849381,"سكنَّ ببلدة وسكنت أخرى
فقطعت المواثق والعهود
فما بالي رقيق القلب حبًّا
وما بالي أُصاد ولا أصيد
أناس كلما أخلقت وصلًا
عناني منهم وصلٌ جديدُ
############################################################
مسعدة بن وائلة ورملة بنت أثيلة
صادف مسعدة بن وائلة الصادمي فتاة حسناء قادمة
"
24,main,Hindawi_105,59615307,"وسببٌ ثالث: وهو ضعف النقد الأدبي في مصر، وأنه ليس خاضعًا لقواعد وأصولٍ وتقديرٍ صحيح بقدر ما هو خاضعٌ للهوى.
وأيًّا ما كان، فلسنا يائسين ولا ناكرين لفضل الأدباء الحديثين، فنحن إذا نظرنا إلى حالتنا الأدبية من سنين وحالتنا اليوم
"
24,snippet_same_author_diff_doc_dev_out,Hindawi_105,59616186,"وما لنا نذهب بعيدًا والعصر الذي نسميه مظلمًا أنتج مثل «الجبرتي» الذي دون من الأحداث وتاريخ الرجال في عصره ما لم نفعله نحن في عصرنا.
أما كتبنا نحن فقد عَمَدْتُ إلى خيرها وأخرجت منه ترجمة رفاعة (بك)، فوجدته يسرد ولادته
"
24,snippet_diff_author_diff_corpus_dev_out,Gumar_425,00509,"قربت بسرعه ولهفه والخوف يسبقهآ:هنآدي حبيبتي ويش فيك
رفعت رآسهآ وكآن وجههآ متورم ومحمر جدآ من البكآء ..حست روحهآ بتطلع من صدرها قبل تنطق باللي قاله فهد
رغد زآد خوفهآ لما شافت وجهها: بسم الله عليك ...ايش فيك ياحبي ""مسكت
"
24,snippet_diff_author_same_corpus_dev_out,Hindawi_71,60473902,"وانتصف النهار، أحس فيلسوفنا الجوع والظمأ، فيسأل الطائر: من لنا بطعام وشراب؟ قال بريبيش: والعلبة التي أهداها إليك أمس دروكلكسيس أين هي؟ هي معي. إذن فأخرجها وافتحها، فيخرج العلبة ويفتحها فلا يروعه إلا فتاة ظريفة قد خرجت منها مبتسمة محيِّية
"
24,snippet_same_author_diff_doc_dev_in,Hindawi_105,81902572,"يضرب بلطة: تعبير يقولونه لمن يتمشى سبهللا؛ أي لا لغرض.
يعملها الصغار، ويقع فيها الكبار: تعبير يعني أن الشيء يأتيه الصغير، ويقع فيه الكبير، كقول العرب «معظم النار من مستصغر الشرر.»
يضيع المستكي، ويحافظ على الورقة: تعبير يعني أنه يضيع
"
24,snippet_same_author_same_doc,Hindawi_105,59615307,"وتطلعت نفسي للكتابة في الصحف، فاخترت جريدة «المؤيد» لأكتب فيها، وكنت في السنة الثانية من مدرسة القضاء، وأول مقالة كتبتها كانت أثر انتقال سعد باشا من وزارة المعارف إلى وزارة الحقانية، فكتبت مقالة عنوانها «خطأُ العقلاء» أبين فيها خطأ سعد
"
24,snippet_diff_author_same_corpus_dev_in,Hindawi_41,17979520,"فما حال مَن أمسى مشوقًا كما أضحى؟
ألا هل إلى الزهراء أوْبةُ نازحٍ
تقضّى تنائيها مدامعه نزحا
محل ارتياحٍ يذكُر الخلد طيبه
إذا عزّ أن يصدَى الفتى فيه أو يضحى
وحمل إليه البريد خبر موت نائلة فذهبت نفسه عليها حسرات،
"
24,snippet_diff_author_diff_corpus_dev_in,Gumar_496,00603,"والا هي داريه واثقه انها ماتقدر توقف قبالي..
لآفي الجمال.ز ولآفي شي ثاني ..تقدر تنافسني فيه..
وش له ها الثقه الزايدهـ...
الا هي شايفه الاوكيه منك ولو بنظرهـ..
انا الي العب الناس في ميداني..
تجيني هي تبي تطردني من مكاني..!
"
35,main,Gumar_248,00311,"محمد رندوو من جد
رندا هههههههههههه عادي بس بالجامعة
محمد نزل من الطاولة ووقف عند دربزان البلكونة يا فرحتك يا محمد أختك استخفت
رندا ههههههههههههه حمود على اتفاقنا متى رايحين
محمد ابتسم شور ... عطيني زوجك
رندا طيب تنادي سلطان
"
35,snippet_same_author_diff_doc_dev_out,Gumar_248,00669,"داليا برعب ارتسم بوجهها لا أنا مـ...
ضربت رجولها بالأرض مو أنا
شفت بعينك كذبها أنا اللي تهزأت وبالأخير طلعت الست قاعده تتسلى فيني
وافي يناظرها وهو ساكت
داليا امشي قدامي
داليا بخوف وافي مـ...
صرخ فيها قلت امشي قدامي
"
35,snippet_same_author_diff_doc_dev_in,Gumar_248,00312,"الكل آميين
ام سامي ابتسمت لها وأنتي شلونك حبيبتي
رنا الحمد لله أحسن
شالت بنتها يا عمري فديت نسخة أمها
هشام ابتسم اجل هذي دلوعتي الحين بدل رنو
الكل ههههههههههههه
دخلت هاله أبشركم سعود جاه مشاري
رنا مشاري ولجين يا
"
35,snippet_diff_author_diff_corpus_dev_out,Hindawi_22,60929519,"فقال في نفسه: ألم أفكر في ذلك حقًّا؟
ثم قال لها باسمًا: ستبحث لي علية عن زوجة ترضاها.
فقالت الأم في نغمة عتاب: أتخطب لك دوني؟ وهل تعرفك علية أو غيرها كما أعرف ابني؟
فقام فؤاد فقبَّل رأسها ويديها قائلًا:
"
35,snippet_diff_author_same_corpus_dev_in,Gumar_425,00507,"يوسف : معك حق
شهد : عن أذنك .. ومشت وسكرت الباب ورآها وتنهدت وهي تطالع بيدها اللي لمسهآ وتحطها على خدهآ همست بينها وبين نفسها : أحبــــك
بــعـــد ســــــنــــــه
غيرت مجرى حيآة ابطالنا .. كانت صدماتهآ اكبر من أنها
"
35,snippet_same_author_same_doc,Gumar_248,00311,"رنا صحيح دلال تستاهل بس شي شنيع اللي بالصور وقفت وطالعت بفارس بعتاب
فارس ما تحمل نظرتها رنوو ليه تطالعيني كذا بدل ما تشكريني أخذت من البلى حقك ومو كله لسى الأيام بيننا
رنا وقفت قدامه ونظرة عيونها تعذبه عتاب
"
35,snippet_diff_author_diff_corpus_dev_in,Hindawi_37,26020959,"دفق الكواكيرو كأسًا مترعة من الدنبا ومسح رغوتها بظهر كفه، علِق على شاربيه بعض شراب الأناناس الرائع.
– لست سكرانًا، أنا لا يسكرني بحر من الدنبا، لا تسكرني غابة من عرق النخيل.
هذه جبهة جديدة للحرب والموت ابتدعها الكواكيرو ونصب
"
35,snippet_diff_author_same_corpus_dev_out,Gumar_496,00604,"ولآ....
وتقول لي شغل وماشغل..!
وخلينا الى ان نرسي اساسيات المشروع...!
وكل هذا بس استغفال لي وتطلع هذي وتمشي هذي وانا يا غافلين لكمـ الله...
تدعي العدل بتصرفاتكـ...!
وانت آبعد شخص عنه يازوج الثلاث..!
بتال بـصرامه وصوتٍ غاضب\وش تقصدين بحكيك
"
37,main,Gumar_435,00521,"&&&&&&&&&&&&&&&&&
في الشاليه
واقفه قدام البحر تتأمله وتذكرت قبل خمس سنوات بدت من هنا والحين هي حست انها الفايزه لأنها ما ترددت ومدت يدها وصافحته جاتها بنتاه تركض:ماما شوفي ...وجات وراها بنتها الثانيه التوأم :انا بعد شوفي
الجوهره نزلت لمستواهم:الله
"
37,snippet_same_author_diff_doc_dev_in,Gumar_435,00656,"مدى اللي منسدحه على الطاوله ودموعها تنزل من الضحك:ههههههههههههههههه لا لا مستحيل على هالولد ههههههههههههه حتى ما جلس ههههههه
البنات:هههههههههههههههههههههههه
واشتغل التعييب والحش في سجيه
&&&&&&&&&&&&&&&&&&&&&&
في غرفه مجاوره في الاستراحه
دخلت وهو معاها وهي متوتر وتحس نفسها متلخبطه وتحس
"
37,snippet_diff_author_diff_corpus_dev_in,Hindawi_22,16419535,"وكان وجهُها في عيني كما كنت أراه دائمًا مثل زهرة الفول في الصباح إذا جللها الندى، وعُودها الرشيق مثل تمثال رائع، ولو أطعت نفسي لركعت عند قدميها قائلًا لها: «معبودتي!»
وأخذت يدَيها فوضعتمها بين كفَّي، ورفعتهما إلى صدري في لهفة،
"
37,snippet_diff_author_same_corpus_dev_in,Gumar_248,00311,"محمد تنهد اوكيه لا تبكي ما أحب أشوف دموع كنت أحب أما الحين أنا متزوج عيب أتكلم بمواضيع زي كذا خصوصا اللي بتتكلمي عنها فرحها بعد اسبوعين
سارا اتطمنت استجاب لها طيب كمل
محمد يحاول يتماسك نفسه كاريس كبيرة ثلاثين
"
37,snippet_diff_author_diff_corpus_dev_out,Hindawi_133,69073918,"(٣) في الرتب العلمية
هي خاصَّة بعلماء الأزهر وتُسمَّى بالدرجات، وهي ثلاث: الثالثة والثانية والأولى، فتبقى على ما هي عليه.
(٤) في الرتب القلمية
هي ما استحسنا إحداثه للكُتَّاب والعلماء الخارجين عن الأزهر، ونرى أن تكون على ثلاث درجات أيضًا
"
37,snippet_same_author_same_doc,Gumar_435,00521,"مساعد زميله في السكن:وش أسوي لك صار لي ساعه أناديك وأنت ما ترد الله يعلم سرحان في مين
علي وهو يبتسم:سرحان في حبيبة قلبي
مساعد:من حبيبة قلبك ما أخبرك تحب
علي:ديار ابو متعب مشتاق لها ولهواها ولهلي ولحبايب قلبي الصغار
"
37,snippet_diff_author_same_corpus_dev_out,Gumar_483,00587,"ليث ومن غير مايبعد عينه عنها""متكحله !!!!..............متكحله!!!!......متكحله هي ناااااويه تذبحني وانا بعدني حي لجله هووو متكحله اويلااااااااااه العيووون ذي الي ذبحتني من زماااان اليوم تعاااود لجل تذبحني وش الي ناااويه اتسوييينه بي يالبدور وانتي تدرييين ان نفسي اشوووف العيووون ذي
"
37,snippet_same_author_diff_doc_dev_out,Gumar_435,00533,"مرت سنه ونصف على أبطالنا
ماذا حدث خلال هذي السنه؟
انين خطبها هاني وتزوجته وسافرت معاه علشان يدرس أمور في علم النفس ويطور من معرفته ويصير من أفضل أطباء علم النفس
أما انين فراح تكمل دراستها وتأخذ الماجستير في إدارة
"
18,main,Hindawi_73,91637469,"ولست أنوي في هذا الحديث أن أنصح لأحد ولكني سأجترئ بأن أسوق بعض ما تعلمته في حياتي، وأول ما علمتنه الأيام أن أنصح نصح عبث ومحال، وباطل، وليس بجدي، فقلما ينتفع المرء بغير تجربته هو إذا أمكن أن ينتفع أو
"
18,snippet_diff_author_same_corpus_dev_out,Hindawi_72,80940683,"ويقع الحجر على الفنون الجميلة من الشعوب المحكومة قبل أن تستهدف له من الحاكم المسيطر عليها.
فإذا جمد الشعور، وفترت النفوس، وقصرت الهمم، وضاق أفق الخيال، فهي التي تحجر على الفن الجميل من غير حاجة إلى سلطان أو تشريع، ويأتي
"
18,snippet_diff_author_diff_corpus_dev_in,Gumar_496,00603,"ويفتح علبة الشوكلاهـ المذهبه ..فايكتشف الكنز الثمين المخبئ...
من ثم يعتزم سرقته وأحتضانه بكلتى يديه الطفوليهـ...
عناد \رعد..لآلآ..تعال هنا بسرعه..يالله اشوف..اتركها وتعال..
العلبه بيد رعد..
وخطواته تتسارع لخارج الصاله..
وصوت عناد الغاضب\رعد..تعال..
توقف رعد فجئه...
وعيونه تعلقت بـ شخص واقف
"
18,snippet_diff_author_same_corpus_dev_in,Hindawi_37,81840925,"قال محاولًا أن يكون هادئًا: فقط شجرة صبار.
نزل الجميع من العربة وبدأنا البحث بقيادة عالمة الآثار وخبيرة التربة نوار سعد وجهازها العجيب الذي يستخدم لمعرفة مدى التغيير في نوع التربة، بمعرفة عمرها تحت أشعة الشمس المباشرة، وهذا مفيد جدًّا
"
18,snippet_diff_author_diff_corpus_dev_out,Gumar_20,00240,"ولكن فكرة انه ترفضه ريوف مهب قادر يستوعبها ويتقبلها
طيب ليه هي عملت كذا؟؟
طلع من البيت وراح برى واتصل لعبد الرحمن
راشد:هلا بو عبيد وين انت؟؟.. طيب ثواني بمرك مع السلامة
------------------------------------------------
بعد فترة من الزمن
رائد وريوف وصلوا
"
18,snippet_same_author_diff_doc_dev_in,Hindawi_73,93085140,"فقال الرجل: «لا عجب أن تتلعثم فى حضرة إلهك، فما كل يوم يظهر الله للناس. لا تقل لأحد أنك رأيتنى، فإنى أحب أن أظهر لمخلوقاتى فى السر». فحنى عبده رأسه مرات عديدة بسرعة لم يكن يدرى أنه قادر عليها أو
"
18,snippet_same_author_diff_doc_dev_out,Hindawi_73,85938393,"قال شارون: «نعم والله! أين كنت مخبِّئًا كل هذه الأثقال؟»
ثم التفت إلى زميلي وقال: «كفى كفى يا صاحبي! إن الزورق الآن أخفُّ من الريشة. وأحسبني مدينًا لك بإنقاذ سفينتي.»
قال زميلي مقاطعًا: «أمسك، لا ثقلها مرة أخرى بشكرك إياي.»
"
18,snippet_same_author_same_doc,Hindawi_73,91637469,"قال: «ولكني جربت».
قلت: «ما أظن بك إلا أنك تخدع نفسك.. وهذا سنة الإنسانة أبداً عد إلى نفسك وحلل خوالجك بلا خوف من مواجهة الحقيقة ولا جزع ولا إشفاق.. اجعل من نفسك شخصاً مستقلاً.. طبيباً يفحص حالة ولا يعنيه إلا
"
8,main,Hindawi_26,92480708,"لابسنَ وهو غزير الدمع حرَّان
تخضل منهن عين فهي باكية
ويستحر فؤاد وهو هيمان
وقال فتى في ابنة عمه، وقد تجنت عليه وغدرت به:
أأحبابنا لو تعلمون بحالنا
لما كانت اللذات تشغلكم عنا
تشاغلتمُ عنا بصحبة غيرنا
وأبديتم الهجران ما
"
8,snippet_same_author_diff_doc_dev_out,Hindawi_26,51519061,"نَاوَاهُ أَبْرَهَةُ الْعَادِي وَلَا الْفِيلُ
وتحدث كما تحدث قبله ناس عن فيض الماء من أصابع النبي، وبركة ما مسَّت راحته من الزاد، وما خاطبته به الوحوش، فقال:
فَاضَ الزُّلَالُ الْمُهَنَّى مِنْ أَصَابِعِهِ
نِعْمَ الْأَصَابِعُ مِنْ كَفَّيْهِ وَالنِّيلُ
وَبُورِكَ الزَّادُ إِذْ
"
8,snippet_same_author_same_doc,Hindawi_26,92480708,"إذا تلفتُّ في إطلالها ابتدرت
للقلب والعين أمواهٌ ونيران
كلمٌ بقلبي أداويه ويَقرفهُ
طول ادِّكاري لمن لي منه نسيان١
لا لِلَّوائم إقصار بلائمة
عن العميد ولا للقلب سلوان
على مواعيدهم خلف إذا وعدوا
وفي ديونهم مَطل وليان
هم عرضوا بوفاء
"
8,snippet_diff_author_same_corpus_dev_in,Hindawi_34,14035374,"– أبو أمِّي.
– ربحَتْ صفقة البطريق!
١ الأنطاع: فرشٌ تُبسَط لتُقطَع عليها رءوس المحكوم عليهم بالموت.
٢ «روديا» في الإغريقية القديمة: كلمة معناها «ورد».
الفصل التاسع عشر
############################################################
وفاء النذر
وعاد عتيبة إلى الرَّقَّة مُثقلًا بالغنائم، لم يكن معه رأس بطريق
"
8,snippet_same_author_diff_doc_dev_in,Hindawi_26,19139738,"تريدان مني صبوة عامرية
ونشوة وضاح الأسارير مستغن
لقد كان هذا والشباب مشفع
لدى البيض والأيام غافلة عني
ألا رب ليل بت فيه منعما
بلينة الأطراف ساجية الجفن
تدار على الراح من لحظاتها
فسكر بلا خمر وخمر بلا دن
لعمري
"
8,snippet_diff_author_diff_corpus_dev_out,Gumar_44,00570,"وتحبت راسها لولوه واركبت مع فهد السياره ..
لولوه : وين بنروح ..
فهد : مالك شغل خليني اسوق وبعدها تعرفين ..
لولوه : وشهو من اولها مالي شعل ..
فهد : اسف ياحبي الحين بوديك لمكان تحبينه ..
لولوه
"
8,snippet_diff_author_diff_corpus_dev_in,Gumar_214,01185,"أحمد وهو يعض خدها: على بالي بعد ط
دلال:آآآآخ يعور .. دفــش
أحمد وهو يلعب بحواجبه يبي يغيضها: أرجوج يا الناعمـــة
.. عند رنيم وسعود ..
رنيم بحب: سعوودي حياتي .. يلاا قووم الغدى جاهز
سعود بنعاس: بس شوي يا
"
8,snippet_diff_author_same_corpus_dev_out,Hindawi_74,40915851,"مضت دقائق قليلة وأهل الخيمة يتبادلون عبارات الاستغراب، ويحمدون الله على نجاة بدر من سيف والده، والفضل في ذلك لسليمان، ثم التفت أوباس وهو لا يزال إلى ذلك الحين مكشوف الرأس محلول الشعر كما جاء، وقال لطارق: «يأمر الأمير طارق
"
10,main,Hindawi_34,50846838,"وكان الركب قد أبعد وجاوز الشرابشيين وقبة الغوري، ودنا من جامع المؤيد، ولكن الطريق وراءه من زحمة الخلق لم يكُن فيه موضع لقدم، فلا يكاد السالك يمضي إلى الأمام خطوة حتى يرده الزحام إلى الوراء خطوات …
وقالت المرأة ولم
"
10,snippet_diff_author_same_corpus_dev_out,Hindawi_12,14904926,"(٤) الشعر الفرنسي من بودلير إلى العصر الحاضر ويضم النصوص باللغة الفرنسية مع ترجمتها الألمانية، نشره كورت شنيله. ليبزج دار نشر ركلام، المجلد ٢٦٦ من السلسلة، ١٩٦٧م، ٣٩٦ص.
(5)
Metamorphose der Nelke. Moderne Spanische Lyrik, Spanisch und Deutsch. Hrsg. von
"
10,snippet_same_author_diff_doc_dev_in,Hindawi_34,14035374,"– لم أنبئه بعد …
– وتأمُل أن تُنبئه؟
– نعم، إذا خرجنا كَرَةً أخرى لحرب الروم.
– وتطيبُ نفسك بحربهم، وقد عرفت أنَّ فيهم خئولتك؟
– قد كنتُ أعرف ذلك منذ بعيد.
– وكتمتَ عنِّي؟
– بِرًّا بكِ وإعظامًا
"
10,snippet_diff_author_diff_corpus_dev_out,Gumar_20,00240,"ريوف انتبهت ان ابوها يشبهها كثير
ريوف:يبه عندي اخوان؟
داوود:نعم
ريوف:وينهم؟
داوود:أحمد فقط في المدرسه الآن،، .. ريوف انتي تشبهيني كثير
ريوف:ايوه امي ما تشبهني ابد
ضحك رائد:قصدك انتي اللي ما تشبهي امك ابد
ضحكت ريوف على نفسها كانت متلخبطه......
"
10,snippet_same_author_diff_doc_dev_out,Hindawi_34,69242916,"وكأنَّمَا أبصرت بنتَ المنصور صاحب حماة جالسةً على عرش بني أيوب، تُجيلُ عينيها فيما حولها من أسباب الترف والنعمة وهي تقولُ: الحمد لله الذي ردَّ عليَّ مُلكَ أجدادي وأهلي من بني أيوب، وأدال لنا من تلك الجارية! فيؤمِّنُ الملك المعز
"
10,snippet_same_author_same_doc,Hindawi_34,50846838,"– لن يظفر به يا نوركلدي!
– ولكنه قد انهزم وذهب في الأرض، ويوشك أنْ يعثر به جند السلطان سليم فيسوقوه إليه في الأغلال!
– إنما الحرب سجال، فما انهزم طومان، وما أحسبه يقع في يد السلطان سليم، وما أراه
"
10,snippet_diff_author_diff_corpus_dev_in,Gumar_796,00965,"توجه لغرفته عند الدانه إستقبلته ببتسامه:دووم الضحكه يارب..
طارق:تسلمي,,صح كساعه لما رايح ويش كنتن تسون فالمطبخ إنتي والفـيّ..
الدانه:غير ملابسك وبجيب لك إلي سويناه,,بس وين مصرك(عمامتك)..
مسك رأسه:يمكن عند الفــيّ جيبيه وإنتي جايه بدخل أسبح..
الدانه:إن شاءالله..
وطلعت
ودخل طارق
"
10,snippet_diff_author_same_corpus_dev_in,Hindawi_99,30715961,"وقد أخذ الدكتور مندور بعد ذلك بأعوامٍ بفكرة «القراءتَين» هذه، دون أن يَذكُر الذي أوحى إليه بها، ثم جاء الأنصار فحسبوها له، غفر الله لنا ولهم وشملنا جميعًا برحمته.
ولم أكن لِأذكُر شيئًا من هذا لولا أنني أَردتُ أن أعود
"
29,main,Gumar_20,00028,"راكان :-اذا الجيه تتعبها لا تجي حنا نجيكم
محمد :-انت عارف الوالده فالواجب محدن يناقشها
راكان :-هههههههههه الله يخليها لك
محمد :-امين
قال بتردد :-راكان
راكان :-هلا
محمد :-ياخوي مدري كيف اعلمك
راكان ارتبش :-خير
محمد :-الرجال الي صدمك عرفوه
"
